qs_rank_2024,institution,country,qs_rank_2025,subject_area,ib_min,ib_recommended,a_levels,sat_recommended,act_recommended,additional_tests
210.0,Boston College,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Boston College,United States of America,214.0,Arts & Humanities,28,32,BBB,1250+,26+,
88.0,Boston University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Boston University,United States of America,106.0,Arts & Humanities,28,32,BBB,1250+,26+,
244.0,Boğaziçi University,Turkey,,Arts & Humanities,28,32,BBB,1200+,25+,
,Boğaziçi University,Türkiye,261.0,Arts & Humanities,28,32,BBB,1200+,25+,
53.0,Brown University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Brown University,United States of America,56.0,Arts & Humanities,30,34,ABB,1350+,28+,
,Ca' Foscari University of Venice,Italy,123.0,Arts & Humanities,28,32,BBB,1250+,26+,
160.0,Ca' Foscari University of Venice ,Italy,,Arts & Humanities,28,32,BBB,1200+,25+,
251.0,Cairo University,Egypt,200.0,Arts & Humanities,28,32,BBB,1250+,26+,
288.0,California Institute of Technology (Caltech),United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,California Institute of Technology (Caltech),United States of America,229.0,Arts & Humanities,28,32,BBB,1250+,26+,
148.0,Cardiff University,United Kingdom,151.0,Arts & Humanities,28,32,BBB,1250+,26+,
401.0,Carleton University,Canada,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
54.0,Carnegie Mellon University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Carnegie Mellon University,United States of America,69.0,Arts & Humanities,30,34,ABB,1350+,28+,
221.0,Central European University,Austria,226.0,Arts & Humanities,28,32,BBB,1250+,26+,
157.0,Charles University,Czech Republic,,Arts & Humanities,28,32,BBB,1200+,25+,
,Charles University,Czechia,129.0,Arts & Humanities,28,32,BBB,1250+,26+,
451.0,Chiang Mai University,Thailand,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Christian-Albrechts-University zu Kiel,Germany,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
171.0,Chulalongkorn University,Thailand,174.0,Arts & Humanities,28,32,BBB,1250+,26+,
298.0,Chung-Ang University (CAU),South Korea,,Arts & Humanities,28,32,BBB,1200+,25+,
151.0,City University of Hong Kong,Hong Kong SAR,,Arts & Humanities,28,32,BBB,1200+,25+,
,City University of Hong Kong,"Hong Kong SAR, China",130.0,Arts & Humanities,28,32,BBB,1250+,26+,
91.0,City University of New York,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,City University of New York,United States of America,140.0,Arts & Humanities,28,32,BBB,1250+,26+,
337.0,"City, University of London",United Kingdom,345.0,Arts & Humanities,28,32,BBB,1200+,25+,
383.0,Colegio de México,Mexico,327.0,Arts & Humanities,28,32,BBB,1200+,25+,
13.0,Columbia University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Columbia University,United States of America,12.0,Arts & Humanities,32,36,AAB,1400+,30+,
72.0,Complutense University of Madrid,Spain,60.0,Arts & Humanities,30,34,ABB,1350+,28+,
203.0,Concordia University,Canada,216.0,Arts & Humanities,28,32,BBB,1250+,26+,
29.0,Cornell University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Cornell University,United States of America,27.0,Arts & Humanities,32,36,AAB,1400+,30+,
501.0,Coventry University,United Kingdom,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
312.0,Curtin University,Australia,336.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Dalhousie University,Canada,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
298.0,Dartmouth College,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Dartmouth College,United States of America,331.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,De La Salle University,Philippines,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
251.0,Deakin University,Australia,255.0,Arts & Humanities,28,32,BBB,1200+,25+,
57.0,Delft University of Technology,Netherlands,58.0,Arts & Humanities,30,34,ABB,1350+,28+,
501.0,Dongguk University ,South Korea,,Arts & Humanities,28,32,BBB,1200+,25+,
501.0,Doshisha University,Japan,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
316.0,Dublin City University,Ireland,319.0,Arts & Humanities,28,32,BBB,1200+,25+,
54.0,Duke University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Duke University,United States of America,56.0,Arts & Humanities,30,34,ABB,1350+,28+,
42.0,Durham University,United Kingdom,43.0,Arts & Humanities,32,36,AAB,1400+,30+,
362.0,East China Normal University,China (Mainland),451.0,Arts & Humanities,28,32,BBB,1200+,25+,
100.0,Eberhard Karls Universität Tübingen,Germany,86.0,Arts & Humanities,30,34,ABB,1350+,28+,
325.0,Eindhoven University of Technology,Netherlands,350.0,Arts & Humanities,28,32,BBB,1200+,25+,
282.0,Emory University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Emory University,United States of America,304.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Erasmus University Rotterdam,Netherlands,270.0,Arts & Humanities,28,32,BBB,1200+,25+,
233.0,Erasmus University Rotterdam ,Netherlands,,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,"Essex, University of",United Kingdom,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,European University Institute,Italy,,Arts & Humanities,28,32,BBB,1200+,25+,
,Ewha Womans University,Republic of Korea,339.0,Arts & Humanities,28,32,BBB,1200+,25+,
188.0,Ewha Womans University,South Korea,,Arts & Humanities,28,32,BBB,1200+,25+,
221.0,Eötvös Loránd University,Hungary,233.0,Arts & Humanities,28,32,BBB,1250+,26+,
,Far Eastern Federal University,Russian Federation,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
501.0,Florida International University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Florida International University,United States of America,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
364.0,Florida State University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Florida State University,United States of America,385.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Fordham University,United States of America,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,Fordham University ,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
41.0,Freie Universitaet Berlin,Germany,38.0,Arts & Humanities,32,36,AAB,1400+,30+,
401.0,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
75.0,Fudan University,China (Mainland),79.0,Arts & Humanities,30,34,ABB,1350+,28+,
272.0,Gadjah Mada University,Indonesia,223.0,Arts & Humanities,28,32,BBB,1250+,26+,
501.0,Gazi Üniversitesi,Turkey,,Arts & Humanities,28,32,BBB,1200+,25+,
,Gazi Üniversitesi,Türkiye,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
240.0,George Washington University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,George Washington University,United States of America,272.0,Arts & Humanities,28,32,BBB,1200+,25+,
109.0,Georgetown University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Georgetown University,United States of America,130.0,Arts & Humanities,28,32,BBB,1250+,26+,
244.0,Georgia Institute of Technology,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Georgia Institute of Technology,United States of America,266.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Georgia State University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Georgia State University,United States of America,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
139.0,Ghent University,Belgium,136.0,Arts & Humanities,28,32,BBB,1250+,26+,
132.0,Goethe-University Frankfurt am Main,Germany,133.0,Arts & Humanities,28,32,BBB,1250+,26+,
142.0,"Goldsmiths, University of London",United Kingdom,141.0,Arts & Humanities,28,32,BBB,1250+,26+,
298.0,Griffith University,Australia,289.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Gulf University for Science and Technology,Kuwait,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
145.0,HSE University,Russia,,Arts & Humanities,28,32,BBB,1200+,25+,
,HSE University,Russian Federation,184.0,Arts & Humanities,28,32,BBB,1250+,26+,
,HUFS - Hankuk (Korea) University of Foreign Studies,Republic of Korea,287.0,Arts & Humanities,28,32,BBB,1200+,25+,
218.0,HUFS - Hankuk (Korea) University of Foreign Studies ,South Korea,,Arts & Humanities,28,32,BBB,1200+,25+,
,Hacettepe University,Türkiye,336.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Hacettepe University ,Turkey,,Arts & Humanities,28,32,BBB,1200+,25+,
,Hanyang University,Republic of Korea,261.0,Arts & Humanities,28,32,BBB,1200+,25+,
169.0,Hanyang University,South Korea,,Arts & Humanities,28,32,BBB,1200+,25+,
1.0,Harvard University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Harvard University,United States of America,1.0,Arts & Humanities,34,38,AAA,1450+,32+,
392.0,Heriot-Watt University,United Kingdom,394.0,Arts & Humanities,28,32,BBB,1200+,25+,
501.0,Hitotsubashi University,Japan,,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,Hokkaido University,Japan,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
342.0,Hong Kong Baptist University,Hong Kong SAR,,Arts & Humanities,28,32,BBB,1200+,25+,
,Hong Kong Baptist University,"Hong Kong SAR, China",314.0,Arts & Humanities,28,32,BBB,1200+,25+,
309.0,Hongik University ,South Korea,,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,Huazhong University of Science and Technology,China (Mainland),,Arts & Humanities,28,32,BBB,1200+,25+,
29.0,Humboldt-Universität zu Berlin,Germany,26.0,Arts & Humanities,32,36,AAB,1400+,30+,
,IRN Islamic University Malaysia (IIUM),Malaysia,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Illinois Institute of Technology,United States of America,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),Saudi Arabia,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Imam Mohammad Ibn Saud Islamic University – IMSIU,Saudi Arabia,350.0,Arts & Humanities,28,32,BBB,1200+,25+,
193.0,Imperial College London,United Kingdom,,Arts & Humanities,28,32,BBB,1200+,25+,
261.0,Indian Institute of Technology Bombay (IITB),India,192.0,Arts & Humanities,28,32,BBB,1250+,26+,
501.0,Indian Institute of Technology Guwahati (IITG),India,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Indian Institute of Technology Kanpur (IITK),India,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Indian Institute of Technology Kharagpur (IIT-KGP),India,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Indian Institute of Technology Madras (IITM),India,394.0,Arts & Humanities,28,32,BBB,1200+,25+,
106.0,Indiana University Bloomington,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Indiana University Bloomington,United States of America,94.0,Arts & Humanities,30,34,ABB,1350+,28+,
501.0,Institut Polytechnique de Paris,France,,Arts & Humanities,28,32,BBB,1200+,25+,
,Institution,Country / Territory,2025.0,Arts & Humanities,28,32,BBB,1200+,25+,
2024.0,Institution,Location,,Arts & Humanities,28,32,BBB,1200+,25+,
501.0,International Islamic University Malaysia (IIUM),Malaysia,,Arts & Humanities,28,32,BBB,1200+,25+,
501.0,Iowa State University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
309.0,Istanbul Technical University,Turkey,,Arts & Humanities,28,32,BBB,1200+,25+,
,Istanbul Technical University,Türkiye,239.0,Arts & Humanities,28,32,BBB,1250+,26+,
294.0,Istanbul University,Turkey,,Arts & Humanities,28,32,BBB,1200+,25+,
,Istanbul University,Türkiye,242.0,Arts & Humanities,28,32,BBB,1250+,26+,
,Jadavpur University,India,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
198.0,Jagiellonian University,Poland,165.0,Arts & Humanities,28,32,BBB,1250+,26+,
244.0,Jawaharlal Nehru University,India,177.0,Arts & Humanities,28,32,BBB,1250+,26+,
451.0,Jilin University,China (Mainland),,Arts & Humanities,28,32,BBB,1200+,25+,
309.0,Johannes Gutenberg Universität Mainz,Germany,304.0,Arts & Humanities,28,32,BBB,1200+,25+,
97.0,Johns Hopkins University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Johns Hopkins University,United States of America,118.0,Arts & Humanities,28,32,BBB,1250+,26+,
501.0,Justus-Liebig-University Giessen,Germany,,Arts & Humanities,28,32,BBB,1200+,25+,
,KAIST - Korea Advanced Institute of Science & Technology,Republic of Korea,200.0,Arts & Humanities,28,32,BBB,1250+,26+,
161.0,KAIST - Korea Advanced Institute of Science & Technology,South Korea,,Arts & Humanities,28,32,BBB,1200+,25+,
501.0,"KIT, Karlsruhe Institute of Technology",Germany,,Arts & Humanities,28,32,BBB,1200+,25+,
383.0,KTH Royal Institute of Technology ,Sweden,,Arts & Humanities,28,32,BBB,1200+,25+,
48.0,KU Leuven,Belgium,45.0,Arts & Humanities,32,36,AAB,1400+,30+,
319.0,Karl-Franzens-Universitaet Graz,Austria,250.0,Arts & Humanities,28,32,BBB,1250+,26+,
375.0,Kazan (Volga region) Federal University,Russia,,Arts & Humanities,28,32,BBB,1200+,25+,
,Kazan (Volga region) Federal University,Russian Federation,345.0,Arts & Humanities,28,32,BBB,1200+,25+,
183.0,Keio University,Japan,180.0,Arts & Humanities,28,32,BBB,1250+,26+,
,Khalifa University of Science and Technology,United Arab Emirates,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Khoja Akhmet Yassawi IRN Kazakh-Turkish University,Kazakhstan,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,Khoja Akhmet Yassawi International Kazakh-Turkish University,Kazakhstan,,Arts & Humanities,28,32,BBB,1200+,25+,
121.0,King Abdulaziz University (KAU),Saudi Arabia,119.0,Arts & Humanities,28,32,BBB,1250+,26+,
451.0,King Fahd University of Petroleum & Minerals,Saudi Arabia,,Arts & Humanities,28,32,BBB,1200+,25+,
,King Khalid University,Saudi Arabia,304.0,Arts & Humanities,28,32,BBB,1200+,25+,
319.0,King Saud University,Saudi Arabia,276.0,Arts & Humanities,28,32,BBB,1200+,25+,
22.0,King's College London,United Kingdom,17.0,Arts & Humanities,32,36,AAB,1400+,30+,
356.0,"Kingston University, London",United Kingdom,356.0,Arts & Humanities,28,32,BBB,1200+,25+,
501.0,Kobe University,Japan,,Arts & Humanities,28,32,BBB,1200+,25+,
,Korea University,Republic of Korea,114.0,Arts & Humanities,28,32,BBB,1250+,26+,
76.0,Korea University,South Korea,,Arts & Humanities,28,32,BBB,1200+,25+,
392.0,Koç University,Turkey,,Arts & Humanities,28,32,BBB,1200+,25+,
,Koç University,Türkiye,350.0,Arts & Humanities,28,32,BBB,1200+,25+,
62.0,Kyoto University,Japan,67.0,Arts & Humanities,30,34,ABB,1350+,28+,
,Kyrgyz-Turkish Manas University,Kyrgyzstan,391.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Kyung Hee University,Republic of Korea,378.0,Arts & Humanities,28,32,BBB,1200+,25+,
200.0,Kyung Hee University,South Korea,,Arts & Humanities,28,32,BBB,1200+,25+,
347.0,Kyushu University,Japan,350.0,Arts & Humanities,28,32,BBB,1200+,25+,
151.0,L.N. Gumilyov Eurasian National University (ENU),Kazakhstan,153.0,Arts & Humanities,28,32,BBB,1250+,26+,
356.0,La Trobe University,Australia,373.0,Arts & Humanities,28,32,BBB,1200+,25+,
77.0,Lancaster University,United Kingdom,76.0,Arts & Humanities,30,34,ABB,1350+,28+,
,Lebanese American University,Lebanon,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Lebanese University,Lebanon,319.0,Arts & Humanities,28,32,BBB,1200+,25+,
45.0,Leiden University,Netherlands,46.0,Arts & Humanities,32,36,AAB,1400+,30+,
367.0,"Lingnan University, Hong Kong",Hong Kong SAR,,Arts & Humanities,28,32,BBB,1200+,25+,
,"Lingnan University, Hong Kong","Hong Kong SAR, China",451.0,Arts & Humanities,28,32,BBB,1200+,25+,
58.0,Lomonosov Moscow State University,Russia,,Arts & Humanities,28,32,BBB,1200+,25+,
,Lomonosov Moscow State University,Russian Federation,79.0,Arts & Humanities,30,34,ABB,1350+,28+,
183.0,Loughborough University,United Kingdom,207.0,Arts & Humanities,28,32,BBB,1250+,26+,
501.0,Loyola University Chicago,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
38.0,Ludwig-Maximilians-Universität München,Germany,40.0,Arts & Humanities,32,36,AAB,1400+,30+,
124.0,Lund University,Sweden,123.0,Arts & Humanities,28,32,BBB,1250+,26+,
330.0,MGIMO University,Russia,,Arts & Humanities,28,32,BBB,1200+,25+,
,MGIMO University,Russian Federation,394.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Maastricht University,Netherlands,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,Maastricht University ,Netherlands,,Arts & Humanities,28,32,BBB,1200+,25+,
162.0,Macquarie University,Australia,165.0,Arts & Humanities,28,32,BBB,1250+,26+,
401.0,Mahidol University,Thailand,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
330.0,Manchester Metropolitan University (MMU),United Kingdom,321.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Marmara University,Türkiye,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
501.0,Martin-Luther-Universität Halle-Wittenberg,Germany,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
333.0,Masaryk University,Czech Republic,,Arts & Humanities,28,32,BBB,1200+,25+,
,Masaryk University,Czechia,322.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Massachusetts Institute of Technology (MIT),United States of America,7.0,Arts & Humanities,34,38,AAA,1450+,32+,
7.0,Massachusetts Institute of Technology (MIT) ,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
338.0,Massey University,New Zealand,322.0,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,Maynooth University,Ireland,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
29.0,McGill University,Canada,36.0,Arts & Humanities,32,36,AAB,1400+,30+,
325.0,McMaster University,Canada,367.0,Arts & Humanities,28,32,BBB,1200+,25+,
126.0,Michigan State University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Michigan State University,United States of America,145.0,Arts & Humanities,28,32,BBB,1250+,26+,
240.0,Middle East Technical University,Turkey,,Arts & Humanities,28,32,BBB,1200+,25+,
,Middle East Technical University,Türkiye,229.0,Arts & Humanities,28,32,BBB,1250+,26+,
64.0,Monash University,Australia,67.0,Arts & Humanities,30,34,ABB,1350+,28+,
282.0,Nagoya University,Japan,272.0,Arts & Humanities,28,32,BBB,1200+,25+,
121.0,Nanjing University,China (Mainland),165.0,Arts & Humanities,28,32,BBB,1250+,26+,
401.0,Nankai University,China (Mainland),501.0,Arts & Humanities,28,32,BBB,1200+,25+,
66.0,"Nanyang Technological University, Singapore (NTU)",Singapore,48.0,Arts & Humanities,32,36,AAB,1400+,30+,
231.0,National Cheng Kung University (NCKU),Taiwan,224.0,Arts & Humanities,28,32,BBB,1250+,26+,
261.0,National Chengchi University,Taiwan,266.0,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,National Sun Yat-sen University,Taiwan,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
203.0,National Taiwan Normal University,Taiwan,207.0,Arts & Humanities,28,32,BBB,1250+,26+,
66.0,National Taiwan University (NTU),Taiwan,70.0,Arts & Humanities,30,34,ABB,1350+,28+,
501.0,National Technical University of Athens,Greece,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
244.0,National Tsing Hua University,Taiwan,242.0,Arts & Humanities,28,32,BBB,1250+,26+,
37.0,National University of Singapore (NUS),Singapore,31.0,Arts & Humanities,32,36,AAB,1400+,30+,
501.0,National Yang Ming Chiao Tung University,Taiwan,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
251.0,National and Kapodistrian University of Athens,Greece,265.0,Arts & Humanities,28,32,BBB,1200+,25+,
8.0,New York University (NYU),United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,New York University (NYU),United States of America,9.0,Arts & Humanities,34,38,AAA,1450+,32+,
90.0,Newcastle University,United Kingdom,71.0,Arts & Humanities,30,34,ABB,1350+,28+,
451.0,North Carolina State University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,North Carolina State University,United States of America,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,Northumbria University at Newcastle,United Kingdom,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
104.0,Northwestern University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Northwestern University,United States of America,98.0,Arts & Humanities,30,34,ABB,1350+,28+,
370.0,Norwegian University of Science And Technology,Norway,360.0,Arts & Humanities,28,32,BBB,1200+,25+,
364.0,Nottingham Trent University,United Kingdom,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,Novosibirsk State University,Russia,,Arts & Humanities,28,32,BBB,1200+,25+,
,O.P. Jindal Global University,India,360.0,Arts & Humanities,28,32,BBB,1200+,25+,
195.0,Osaka University,Japan,,Arts & Humanities,28,32,BBB,1200+,25+,
167.0,Oxford Brookes University,United Kingdom,137.0,Arts & Humanities,28,32,BBB,1250+,26+,
501.0,Palacký University Olomouc,Czech Republic,,Arts & Humanities,28,32,BBB,1200+,25+,
,Palacký University Olomouc,Czechia,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,Paul Valéry University Montpellier,France,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
22.0,Peking University,China (Mainland),28.0,Arts & Humanities,32,36,AAB,1400+,30+,
85.0,Pennsylvania State University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Pennsylvania State University,United States of America,98.0,Arts & Humanities,30,34,ABB,1350+,28+,
401.0,Plekhanov Russian University of Economics,Russia,,Arts & Humanities,28,32,BBB,1200+,25+,
,Plekhanov Russian University of Economics,Russian Federation,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
60.0,Politecnico di Milano,Italy,50.0,Arts & Humanities,32,36,AAB,1400+,30+,
214.0,Politecnico di Torino,Italy,194.0,Arts & Humanities,28,32,BBB,1250+,26+,
401.0,Pontificia Universidad Católica Argentina,Argentina,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
25.0,Pontificia Universidad Católica de Chile (UC),Chile,21.0,Arts & Humanities,32,36,AAB,1400+,30+,
353.0,Pontificia Universidad Católica de Valparaíso,Chile,385.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Pontificia Universidad Católica del Ecuador (PUCE),Ecuador,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
119.0,Pontificia Universidad Católica del Perú,Peru,94.0,Arts & Humanities,30,34,ABB,1350+,28+,
171.0,Pontificia Universidad Javeriana,Colombia,148.0,Arts & Humanities,28,32,BBB,1250+,26+,
451.0,Pontifícia Universidade Católica de São Paulo,Brazil,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
375.0,Pontifícia Universidade Católica do Rio de Janeiro,Brazil,298.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Pratt Institute,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Pratt Institute,United States of America,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
14.0,Princeton University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Princeton University,United States of America,13.0,Arts & Humanities,32,36,AAB,1400+,30+,
207.0,Purdue University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Purdue University,United States of America,250.0,Arts & Humanities,28,32,BBB,1250+,26+,
501.0,Pusan National University,South Korea,,Arts & Humanities,28,32,BBB,1200+,25+,
,Qassim University,Saudi Arabia,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Qatar University,Qatar,373.0,Arts & Humanities,28,32,BBB,1200+,25+,
100.0,Queen Mary University of London,United Kingdom,81.0,Arts & Humanities,30,34,ABB,1350+,28+,
188.0,Queen's University Belfast,United Kingdom,194.0,Arts & Humanities,28,32,BBB,1250+,26+,
183.0,Queen's University at Kingston,Canada,194.0,Arts & Humanities,28,32,BBB,1250+,26+,
226.0,Queensland University of Technology (QUT),Australia,266.0,Arts & Humanities,28,32,BBB,1200+,25+,
106.0,RMIT University,Australia,94.0,Arts & Humanities,30,34,ABB,1350+,28+,
169.0,RUDN University,Russia,,Arts & Humanities,28,32,BBB,1200+,25+,
,RUDN University,Russian Federation,184.0,Arts & Humanities,28,32,BBB,1250+,26+,
383.0,RWTH Aachen University,Germany,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Radboud University,Netherlands,218.0,Arts & Humanities,28,32,BBB,1250+,26+,
195.0,Radboud University ,Netherlands,,Arts & Humanities,28,32,BBB,1200+,25+,
145.0,Renmin (People's) University of China,China (Mainland),233.0,Arts & Humanities,28,32,BBB,1250+,26+,
244.0,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,233.0,Arts & Humanities,28,32,BBB,1250+,26+,
294.0,Rhode Island School of Design (RISD),United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Rhode Island School of Design (RISD),United States of America,255.0,Arts & Humanities,28,32,BBB,1200+,25+,
251.0,Rice University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Rice University,United States of America,270.0,Arts & Humanities,28,32,BBB,1200+,25+,
251.0,Ritsumeikan University,Japan,291.0,Arts & Humanities,28,32,BBB,1200+,25+,
214.0,Royal Holloway University of London,United Kingdom,224.0,Arts & Humanities,28,32,BBB,1250+,26+,
359.0,Ruhr-Universität Bochum,Germany,342.0,Arts & Humanities,28,32,BBB,1200+,25+,
72.0,Ruprecht-Karls-Universität Heidelberg,Germany,66.0,Arts & Humanities,30,34,ABB,1350+,28+,
164.0,Rutgers University–New Brunswick,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Rutgers University–New Brunswick,United States of America,170.0,Arts & Humanities,28,32,BBB,1250+,26+,
401.0,Ryerson University,Canada,,Arts & Humanities,28,32,BBB,1200+,25+,
,SOAS University of London,United Kingdom,123.0,Arts & Humanities,28,32,BBB,1250+,26+,
115.0,SOAS University of London ,United Kingdom,,Arts & Humanities,28,32,BBB,1200+,25+,
198.0,Saint Petersburg State University,Russia,,Arts & Humanities,28,32,BBB,1200+,25+,
,Saint Petersburg State University,Russian Federation,242.0,Arts & Humanities,28,32,BBB,1250+,26+,
44.0,Sapienza University of Rome,Italy,40.0,Arts & Humanities,32,36,AAB,1400+,30+,
,Sciences Po,France,291.0,Arts & Humanities,28,32,BBB,1200+,25+,
273.0,Sciences Po ,France,,Arts & Humanities,28,32,BBB,1200+,25+,
231.0,Scuola Normale Superiore di Pisa,Italy,194.0,Arts & Humanities,28,32,BBB,1250+,26+,
,Seoul National University,Republic of Korea,63.0,Arts & Humanities,30,34,ABB,1350+,28+,
40.0,Seoul National University,South Korea,,Arts & Humanities,28,32,BBB,1200+,25+,
383.0,Shandong University,China (Mainland),501.0,Arts & Humanities,28,32,BBB,1200+,25+,
144.0,Shanghai Jiao Tong University,China (Mainland),160.0,Arts & Humanities,28,32,BBB,1250+,26+,
401.0,Shanghai University,China (Mainland),401.0,Arts & Humanities,28,32,BBB,1200+,25+,
392.0,Sichuan University,China (Mainland),401.0,Arts & Humanities,28,32,BBB,1200+,25+,
228.0,Simon Fraser University,Canada,298.0,Arts & Humanities,28,32,BBB,1200+,25+,
288.0,"Sofia University ""St. Kliment Ohridski""",Bulgaria,255.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Sogang University,Republic of Korea,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
251.0,Sogang University,South Korea,,Arts & Humanities,28,32,BBB,1200+,25+,
,Sophia University,Japan,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Sophia University ,Japan,,Arts & Humanities,28,32,BBB,1200+,25+,
